"REF_DATE","GEO","DGUID","Type of product","Type of storage","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1972-09","British Columbia","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722373","8.4.1","0","","","","0"
"1972-10","Canada","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722342","1.1.1","0","","","","0"
"1972-10","Canada","","Onions","Cold and common storage","Tonnes","288","units ","0","v722350","1.2.1","0","","","","0"
"1972-10","Canada","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722358","1.3.1","0","","","","0"
"1972-10","Canada","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722366","1.4.1","0","","","","0"
"1972-10","Maritime provinces","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722343","2.1.1","0","","","","0"
"1972-10","Maritime provinces","","Onions","Cold and common storage","Tonnes","288","units ","0","v722351","2.2.1","0","","","","0"
"1972-10","Maritime provinces","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722359","2.3.1","0","","","","0"
"1972-10","Maritime provinces","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722367","2.4.1","0","","","","0"
"1972-10","Quebec","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722344","3.1.1","0","","","","0"
"1972-10","Quebec","","Onions","Cold and common storage","Tonnes","288","units ","0","v722352","3.2.1","0","","","","0"
"1972-10","Quebec","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722360","3.3.1","0","","","","0"
"1972-10","Quebec","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722368","3.4.1","0","","","","0"
"1972-10","Ontario","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722345","4.1.1","0","","","","0"
"1972-10","Ontario","","Onions","Cold and common storage","Tonnes","288","units ","0","v722353","4.2.1","0","","","","0"
"1972-10","Ontario","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722361","4.3.1","0","","","","0"
"1972-10","Ontario","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722369","4.4.1","0","","","","0"
"1972-10","Manitoba","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722346","5.1.1","0","","","","0"
"1972-10","Manitoba","","Onions","Cold and common storage","Tonnes","288","units ","0","v722354","5.2.1","0","","","","0"
"1972-10","Manitoba","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722362","5.3.1","0","","","","0"
"1972-10","Manitoba","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722370","5.4.1","0","","","","0"
"1972-10","Saskatchewan","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722347","6.1.1","0","","","","0"
"1972-10","Saskatchewan","","Onions","Cold and common storage","Tonnes","288","units ","0","v722355","6.2.1","0","","","","0"
"1972-10","Saskatchewan","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722363","6.3.1","0","","","","0"
"1972-10","Saskatchewan","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722371","6.4.1","0","","","","0"
"1972-10","Alberta","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722348","7.1.1","0","","","","0"
"1972-10","Alberta","","Onions","Cold and common storage","Tonnes","288","units ","0","v722356","7.2.1","0","","","","0"
"1972-10","Alberta","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722364","7.3.1","0","","","","0"
"1972-10","Alberta","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722372","7.4.1","0","","","","0"
"1972-10","British Columbia","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722349","8.1.1","0","","","","0"
"1972-10","British Columbia","","Onions","Cold and common storage","Tonnes","288","units ","0","v722357","8.2.1","0","","","","0"
"1972-10","British Columbia","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722365","8.3.1","0","","","","0"
"1972-10","British Columbia","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722373","8.4.1","0","","","","0"
"1972-11","Canada","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722342","1.1.1","1300","","","","0"
"1972-11","Canada","","Onions","Cold and common storage","Tonnes","288","units ","0","v722350","1.2.1","37150","","","","0"
"1972-11","Canada","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722358","1.3.1","51524","","","","0"
"1972-11","Canada","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722366","1.4.1","6774","","","","0"
"1972-11","Maritime provinces","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722343","2.1.1","841","","","","0"
"1972-11","Maritime provinces","","Onions","Cold and common storage","Tonnes","288","units ","0","v722351","2.2.1","200","","","","0"
"1972-11","Maritime provinces","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722359","2.3.1","1636","","","","0"
"1972-11","Maritime provinces","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722367","2.4.1","1003","","","","0"
"1972-11","Quebec","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722344","3.1.1","103","","","","0"
"1972-11","Quebec","","Onions","Cold and common storage","Tonnes","288","units ","0","v722352","3.2.1","6234","","","","0"
"1972-11","Quebec","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722360","3.3.1","12731","","","","0"
"1972-11","Quebec","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722368","3.4.1","1719","","","","0"
"1972-11","Ontario","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722345","4.1.1","169","","","","0"
"1972-11","Ontario","","Onions","Cold and common storage","Tonnes","288","units ","0","v722353","4.2.1","24413","","","","0"
"1972-11","Ontario","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722361","4.3.1","30576","","","","0"
"1972-11","Ontario","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722369","4.4.1","1150","","","","0"
"1972-11","Manitoba","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722346","5.1.1","0","","","","0"
"1972-11","Manitoba","","Onions","Cold and common storage","Tonnes","288","units ","0","v722354","5.2.1","135","","","","0"
"1972-11","Manitoba","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722362","5.3.1","103","","","","0"
"1972-11","Manitoba","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722370","5.4.1","62","","","","0"
"1972-11","Saskatchewan","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722347","6.1.1","9","","","","0"
"1972-11","Saskatchewan","","Onions","Cold and common storage","Tonnes","288","units ","0","v722355","6.2.1","132","","","","0"
"1972-11","Saskatchewan","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722363","6.3.1","22","","","","0"
"1972-11","Saskatchewan","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722371","6.4.1","143","","","","0"
"1972-11","Alberta","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722348","7.1.1","144","","","","0"
"1972-11","Alberta","","Onions","Cold and common storage","Tonnes","288","units ","0","v722356","7.2.1","1744","","","","0"
"1972-11","Alberta","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722364","7.3.1","5615","","","","0"
"1972-11","Alberta","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722372","7.4.1","1824","","","","0"
"1972-11","British Columbia","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722349","8.1.1","34","","","","0"
"1972-11","British Columbia","","Onions","Cold and common storage","Tonnes","288","units ","0","v722357","8.2.1","4291","","","","0"
"1972-11","British Columbia","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722365","8.3.1","842","","","","0"
"1972-11","British Columbia","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722373","8.4.1","873","","","","0"
"1972-12","Canada","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722342","1.1.1","1124","","","","0"
"1972-12","Canada","","Onions","Cold and common storage","Tonnes","288","units ","0","v722350","1.2.1","34780","","","","0"
"1972-12","Canada","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722358","1.3.1","48403","","","","0"
"1972-12","Canada","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722366","1.4.1","5185","","","","0"
"1972-12","Maritime provinces","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722343","2.1.1","707","","","","0"
"1972-12","Maritime provinces","","Onions","Cold and common storage","Tonnes","288","units ","0","v722351","2.2.1","177","","","","0"
"1972-12","Maritime provinces","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722359","2.3.1","2226","","","","0"
"1972-12","Maritime provinces","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722367","2.4.1","1515","","","","0"
"1972-12","Quebec","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722344","3.1.1","89","","","","0"
"1972-12","Quebec","","Onions","Cold and common storage","Tonnes","288","units ","0","v722352","3.2.1","5055","","","","0"
"1972-12","Quebec","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722360","3.3.1","11048","","","","0"
"1972-12","Quebec","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722368","3.4.1","912","","","","0"
"1972-12","Ontario","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722345","4.1.1","164","","","","0"
"1972-12","Ontario","","Onions","Cold and common storage","Tonnes","288","units ","0","v722353","4.2.1","24445","","","","0"
"1972-12","Ontario","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722361","4.3.1","30145","","","","0"
"1972-12","Ontario","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722369","4.4.1","1046","","","","0"
"1972-12","Manitoba","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722346","5.1.1","0","","","","0"
"1972-12","Manitoba","","Onions","Cold and common storage","Tonnes","288","units ","0","v722354","5.2.1","144","","","","0"
"1972-12","Manitoba","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722362","5.3.1","127","","","","0"
"1972-12","Manitoba","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722370","5.4.1","52","","","","0"
"1972-12","Saskatchewan","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722347","6.1.1","8","","","","0"
"1972-12","Saskatchewan","","Onions","Cold and common storage","Tonnes","288","units ","0","v722355","6.2.1","91","","","","0"
"1972-12","Saskatchewan","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722363","6.3.1","25","","","","0"
"1972-12","Saskatchewan","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722371","6.4.1","66","","","","0"
"1972-12","Alberta","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722348","7.1.1","128","","","","0"
"1972-12","Alberta","","Onions","Cold and common storage","Tonnes","288","units ","0","v722356","7.2.1","1444","","","","0"
"1972-12","Alberta","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722364","7.3.1","4321","","","","0"
"1972-12","Alberta","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722372","7.4.1","1065","","","","0"
"1972-12","British Columbia","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722349","8.1.1","27","","","","0"
"1972-12","British Columbia","","Onions","Cold and common storage","Tonnes","288","units ","0","v722357","8.2.1","3422","","","","0"
"1972-12","British Columbia","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722365","8.3.1","511","","","","0"
"1972-12","British Columbia","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722373","8.4.1","530","","","","0"
"1973-01","Canada","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722342","1.1.1","955","","","","0"
"1973-01","Canada","","Onions","Cold and common storage","Tonnes","288","units ","0","v722350","1.2.1","28082","","","","0"
"1973-01","Canada","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722358","1.3.1","38598","","","","0"
"1973-01","Canada","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722366","1.4.1","2684","","","","0"
"1973-01","Maritime provinces","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722343","2.1.1","600","","","","0"
"1973-01","Maritime provinces","","Onions","Cold and common storage","Tonnes","288","units ","0","v722351","2.2.1","152","","","","0"
"1973-01","Maritime provinces","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722359","2.3.1","1379","","","","0"
"1973-01","Maritime provinces","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722367","2.4.1","809","","","","0"
"1973-01","Quebec","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722344","3.1.1","72","","","","0"
"1973-01","Quebec","","Onions","Cold and common storage","Tonnes","288","units ","0","v722352","3.2.1","3967","","","","0"
"1973-01","Quebec","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722360","3.3.1","8233","","","","0"
"1973-01","Quebec","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722368","3.4.1","518","","","","0"
"1973-01","Ontario","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722345","4.1.1","144","","","","0"
"1973-01","Ontario","","Onions","Cold and common storage","Tonnes","288","units ","0","v722353","4.2.1","20504","","","","0"
"1973-01","Ontario","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722361","4.3.1","26797","","","","0"
"1973-01","Ontario","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722369","4.4.1","886","","","","0"
"1973-01","Manitoba","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722346","5.1.1","1","","","","0"
"1973-01","Manitoba","","Onions","Cold and common storage","Tonnes","288","units ","0","v722354","5.2.1","79","","","","0"
"1973-01","Manitoba","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722362","5.3.1","92","","","","0"
"1973-01","Manitoba","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722370","5.4.1","82","","","","0"
"1973-01","Saskatchewan","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722347","6.1.1","8","","","","0"
"1973-01","Saskatchewan","","Onions","Cold and common storage","Tonnes","288","units ","0","v722355","6.2.1","62","","","","0"
"1973-01","Saskatchewan","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722363","6.3.1","25","","","","0"
"1973-01","Saskatchewan","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722371","6.4.1","30","","","","0"
"1973-01","Alberta","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722348","7.1.1","113","","","","0"
"1973-01","Alberta","","Onions","Cold and common storage","Tonnes","288","units ","0","v722356","7.2.1","805","","","","0"
"1973-01","Alberta","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722364","7.3.1","1705","","","","0"
"1973-01","Alberta","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722372","7.4.1","251","","","","0"
"1973-01","British Columbia","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722349","8.1.1","17","","","","0"
"1973-01","British Columbia","","Onions","Cold and common storage","Tonnes","288","units ","0","v722357","8.2.1","2514","","","","0"
"1973-01","British Columbia","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722365","8.3.1","367","","","","0"
"1973-01","British Columbia","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722373","8.4.1","108","","","","0"
"1973-02","Canada","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722342","1.1.1","756","","","","0"
"1973-02","Canada","","Onions","Cold and common storage","Tonnes","288","units ","0","v722350","1.2.1","20391","","","","0"
"1973-02","Canada","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722358","1.3.1","29488","","","","0"
"1973-02","Canada","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722366","1.4.1","1169","","","","0"
"1973-02","Maritime provinces","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722343","2.1.1","481","","","","0"
"1973-02","Maritime provinces","","Onions","Cold and common storage","Tonnes","288","units ","0","v722351","2.2.1","190","","","","0"
"1973-02","Maritime provinces","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722359","2.3.1","411","","","","0"
"1973-02","Maritime provinces","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722367","2.4.1","105","","","","0"
"1973-02","Quebec","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722344","3.1.1","52","","","","0"
"1973-02","Quebec","","Onions","Cold and common storage","Tonnes","288","units ","0","v722352","3.2.1","2641","","","","0"
"1973-02","Quebec","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722360","3.3.1","6492","","","","0"
"1973-02","Quebec","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722368","3.4.1","318","","","","0"
"1973-02","Ontario","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722345","4.1.1","107","","","","0"
"1973-02","Ontario","","Onions","Cold and common storage","Tonnes","288","units ","0","v722353","4.2.1","15344","","","","0"
"1973-02","Ontario","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722361","4.3.1","21167","","","","0"
"1973-02","Ontario","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722369","4.4.1","462","","","","0"
"1973-02","Manitoba","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722346","5.1.1","1","","","","0"
"1973-02","Manitoba","","Onions","Cold and common storage","Tonnes","288","units ","0","v722354","5.2.1","241","","","","0"
"1973-02","Manitoba","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722362","5.3.1","176","","","","0"
"1973-02","Manitoba","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722370","5.4.1","65","","","","0"
"1973-02","Saskatchewan","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722347","6.1.1","6","","","","0"
"1973-02","Saskatchewan","","Onions","Cold and common storage","Tonnes","288","units ","0","v722355","6.2.1","101","","","","0"
"1973-02","Saskatchewan","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722363","6.3.1","42","","","","0"
"1973-02","Saskatchewan","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722371","6.4.1","43","","","","0"
"1973-02","Alberta","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722348","7.1.1","95","","","","0"
"1973-02","Alberta","","Onions","Cold and common storage","Tonnes","288","units ","0","v722356","7.2.1","498","","","","0"
"1973-02","Alberta","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722364","7.3.1","1003","","","","0"
"1973-02","Alberta","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722372","7.4.1","104","","","","0"
"1973-02","British Columbia","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722349","8.1.1","15","","","","0"
"1973-02","British Columbia","","Onions","Cold and common storage","Tonnes","288","units ","0","v722357","8.2.1","1376","","","","0"
"1973-02","British Columbia","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722365","8.3.1","198","","","","0"
"1973-02","British Columbia","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722373","8.4.1","73","","","","0"
"1973-03","Canada","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722342","1.1.1","607","","","","0"
"1973-03","Canada","","Onions","Cold and common storage","Tonnes","288","units ","0","v722350","1.2.1","12317","","","","0"
"1973-03","Canada","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722358","1.3.1","17880","","","","0"
"1973-03","Canada","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722366","1.4.1","667","","","","0"
"1973-03","Maritime provinces","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722343","2.1.1","389","","","","0"
"1973-03","Maritime provinces","","Onions","Cold and common storage","Tonnes","288","units ","0","v722351","2.2.1","150","","","","0"
"1973-03","Maritime provinces","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722359","2.3.1","121","","","","0"
"1973-03","Maritime provinces","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722367","2.4.1","64","","","","0"
"1973-03","Quebec","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722344","3.1.1","44","","","","0"
"1973-03","Quebec","","Onions","Cold and common storage","Tonnes","288","units ","0","v722352","3.2.1","1645","","","","0"
"1973-03","Quebec","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722360","3.3.1","3926","","","","0"
"1973-03","Quebec","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722368","3.4.1","205","","","","0"
"1973-03","Ontario","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722345","4.1.1","80","","","","0"
"1973-03","Ontario","","Onions","Cold and common storage","Tonnes","288","units ","0","v722353","4.2.1","9306","","","","0"
"1973-03","Ontario","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722361","4.3.1","13092","","","","0"
"1973-03","Ontario","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722369","4.4.1","195","","","","0"
"1973-03","Manitoba","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722346","5.1.1","0","","","","0"
"1973-03","Manitoba","","Onions","Cold and common storage","Tonnes","288","units ","0","v722354","5.2.1","138","","","","0"
"1973-03","Manitoba","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722362","5.3.1","63","","","","0"
"1973-03","Manitoba","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722370","5.4.1","57","","","","0"
"1973-03","Saskatchewan","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722347","6.1.1","5","","","","0"
"1973-03","Saskatchewan","","Onions","Cold and common storage","Tonnes","288","units ","0","v722355","6.2.1","100","","","","0"
"1973-03","Saskatchewan","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722363","6.3.1","47","","","","0"
"1973-03","Saskatchewan","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722371","6.4.1","34","","","","0"
"1973-03","Alberta","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722348","7.1.1","79","","","","0"
"1973-03","Alberta","","Onions","Cold and common storage","Tonnes","288","units ","0","v722356","7.2.1","222","","","","0"
"1973-03","Alberta","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722364","7.3.1","326","","","","0"
"1973-03","Alberta","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722372","7.4.1","33","","","","0"
"1973-03","British Columbia","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722349","8.1.1","11","","","","0"
"1973-03","British Columbia","","Onions","Cold and common storage","Tonnes","288","units ","0","v722357","8.2.1","757","","","","0"
"1973-03","British Columbia","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722365","8.3.1","305","","","","0"
"1973-03","British Columbia","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722373","8.4.1","79","","","","0"
"1973-04","Canada","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722342","1.1.1","446","","","","0"
"1973-04","Canada","","Onions","Cold and common storage","Tonnes","288","units ","0","v722350","1.2.1","4400","","","","0"
"1973-04","Canada","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722358","1.3.1","11319","","","","0"
"1973-04","Canada","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722366","1.4.1","675","","","","0"
"1973-04","Maritime provinces","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722343","2.1.1","287","","","","0"
"1973-04","Maritime provinces","","Onions","Cold and common storage","Tonnes","288","units ","0","v722351","2.2.1","136","","","","0"
"1973-04","Maritime provinces","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722359","2.3.1","102","","","","0"
"1973-04","Maritime provinces","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722367","2.4.1","40","","","","0"
"1973-04","Quebec","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722344","3.1.1","34","","","","0"
"1973-04","Quebec","","Onions","Cold and common storage","Tonnes","288","units ","0","v722352","3.2.1","437","","","","0"
"1973-04","Quebec","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722360","3.3.1","1518","","","","0"
"1973-04","Quebec","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722368","3.4.1","144","","","","0"
"1973-04","Ontario","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722345","4.1.1","58","","","","0"
"1973-04","Ontario","","Onions","Cold and common storage","Tonnes","288","units ","0","v722353","4.2.1","3354","","","","0"
"1973-04","Ontario","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722361","4.3.1","9401","","","","0"
"1973-04","Ontario","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722369","4.4.1","176","","","","0"
"1973-04","Manitoba","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722346","5.1.1","1","","","","0"
"1973-04","Manitoba","","Onions","Cold and common storage","Tonnes","288","units ","0","v722354","5.2.1","46","","","","0"
"1973-04","Manitoba","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722362","5.3.1","65","","","","0"
"1973-04","Manitoba","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722370","5.4.1","80","","","","0"
"1973-04","Saskatchewan","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722347","6.1.1","3","","","","0"
"1973-04","Saskatchewan","","Onions","Cold and common storage","Tonnes","288","units ","0","v722355","6.2.1","44","","","","0"
"1973-04","Saskatchewan","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722363","6.3.1","38","","","","0"
"1973-04","Saskatchewan","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722371","6.4.1","27","","","","0"
"1973-04","Alberta","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722348","7.1.1","57","","","","0"
"1973-04","Alberta","","Onions","Cold and common storage","Tonnes","288","units ","0","v722356","7.2.1","128","","","","0"
"1973-04","Alberta","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722364","7.3.1","64","","","","0"
"1973-04","Alberta","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722372","7.4.1","34","","","","0"
"1973-04","British Columbia","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722349","8.1.1","8","","","","0"
"1973-04","British Columbia","","Onions","Cold and common storage","Tonnes","288","units ","0","v722357","8.2.1","256","","","","0"
"1973-04","British Columbia","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722365","8.3.1","130","","","","0"
"1973-04","British Columbia","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722373","8.4.1","175","","","","0"
"1973-05","Canada","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722342","1.1.1","293","","","","0"
"1973-05","Canada","","Onions","Cold and common storage","Tonnes","288","units ","0","v722350","1.2.1","1566","","","","0"
"1973-05","Canada","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722358","1.3.1","6762","","","","0"
"1973-05","Canada","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722366","1.4.1","698","","","","0"
"1973-05","Maritime provinces","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722343","2.1.1","188","","","","0"
"1973-05","Maritime provinces","","Onions","Cold and common storage","Tonnes","288","units ","0","v722351","2.2.1","120","","","","0"
"1973-05","Maritime provinces","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722359","2.3.1","135","","","","0"
"1973-05","Maritime provinces","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722367","2.4.1","45","","","","0"
"1973-05","Quebec","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722344","3.1.1","23","","","","0"
"1973-05","Quebec","","Onions","Cold and common storage","Tonnes","288","units ","0","v722352","3.2.1","294","","","","0"
"1973-05","Quebec","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722360","3.3.1","606","","","","0"
"1973-05","Quebec","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722368","3.4.1","249","","","","0"
"1973-05","Ontario","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722345","4.1.1","41","","","","0"
"1973-05","Ontario","","Onions","Cold and common storage","Tonnes","288","units ","0","v722353","4.2.1","775","","","","0"
"1973-05","Ontario","","Carrots","Cold and common storage","Tonnes","288","units ","0","v722361","4.3.1","5557","","","","0"
"1973-05","Ontario","","Cabbage","Cold and common storage","Tonnes","288","units ","0","v722369","4.4.1","170","","","","0"
"1973-05","Manitoba","","Potatoes","Cold and common storage","Tonnes","288","units ","0","v722346","5.1.1","0","","","","0"
